Code;Libellé;Libellé court;Format;Taux plafonné;Taux déplafonné;Taux AT;Date d'effet;Date de fin;Spécificité
'091';EXONERATION AF ARMEMENT MARITIME;EXO AF MARINS;F;100.0;;;2007-01-01;2011-01-10;
'092';EMBAUCHE 1ER AU 50E SALARIE ZRU;Z.R.U;A;6.75;1.15;0.0;2009-01-01;2009-10-31;
'092';EMBAUCHE 1ER AU 50E SALARIE ZRU;Z.R.U;E;6.65;0.85;;1998-01-01;2004-01-07;
'093';EXO PP EMBAUCHE 1ER AU 50E SAL ZRU AL;ZRU;E;6.75;2.85;;2007-01-07;2008-01-01;
'093';EXO PP EMBAUCHE 1ER AU 50E SAL ZRU AL;ZRU;E;6.65;2.85;;2004-01-10;2006-01-01;
'094';EMBAUCHE 1ER AU 50E SAL.ZRU C.PART;ZRU CAS PART;E;;100.0;;2008-01-01;2009-01-01;
'094';EMBAUCHE 1ER AU 50E SAL.ZRU C.PART;ZRU CAS PART;E;;100.0;;2007-01-01;2008-01-01;
'096';RACHAT DE RTT REDUCTION SALARIALE;RACHAT RTT REDUC PO;F;100.0;;;2022-01-08;;
'099';EMBAUCHE 1ER AU 50EME SALARIE ZFRR;EXONERATION ZFRR;F;100.0;;;1998-01-04;2024-01-07;
'099';EMBAUCHE 1ER AU 50EME SALARIE ZFRR;EXONERATION ZFRR;F;0.0;0.0;;1940-01-01;1998-01-04;
'100';RG CAS GENERAL;CAS GENER;A;15.25;21.1;0.0;2014-01-01;2015-01-01;
'100';RG CAS GENERAL;CAS GENER;A;14.85;20.0;0.0;1940-01-01;1990-01-01;
'101';RG CAS GENERAL MAYOTTE;CAS GENER MAY;A;20.51;7.86;0.0;2023-01-01;2024-01-01;
'101';RG CAS GENERAL MAYOTTE AL;CAS GENER MAY;A;14.95;22.45;0.0;2012-01-01;2013-01-01;
'101';RG CAS GENERAL MAYOTTE AL;CAS GENER MAY;A;15.05;22.75;0.0;2007-01-01;2007-01-07;
'102';REGIME GENERAL SANS AT;RG SANS AT;E;15.45;13.17;;2024-01-01;;
'102';REGIME GENERAL SANS AT;RG SANS AT;E;15.45;13.05;;2019-01-01;2024-01-01;
'102';REGIME GENERAL SANS AT;RG SANS AT;E;15.45;19.05;;2018-01-01;2019-01-01;
'102';REGIME GENERAL SANS AT;RG SANS AT;E;15.25;21.1;;2014-01-01;2015-01-01;
'102';REGIME GENERAL SANS AT;RG SANS AT;E;15.05;20.95;;2007-01-01;2012-01-01;
'102';REGIME GENERAL SANS AT;RG SANS AT;E;14.85;20.95;;2004-01-07;2004-01-10;
'102';REGIME GENERAL SANS AT;RG SANS AT;E;14.85;20.0;;1997-01-10;1998-01-01;
'103';RG SANS AT DONT AUXILIAIRE PTT OU CL AL;RG SANS AT;E;15.25;22.6;;2014-01-01;2014-12-31;
'103';RG SANS AT DONT AUXILIAIRE PTT OU CL AL;RG SANS AT;E;15.05;22.55;;2008-01-01;2012-01-01;
'103';RG SANS AT DONT AUXILIAIRE PTT OU CL AL;RG SANS AT;E;15.05;22.75;;2006-01-01;2007-01-01;
'103';RG SANS AT DONT AUXILIAIRE PTT OU CL AL;RG SANS AT;E;14.85;22.65;;2004-01-10;2006-01-01;
'103';RG SANS AT DONT AUXILIAIRE PTT OU CL AL;RG SANS AT;E;14.85;22.65;;2004-01-07;2004-01-10;
'104';RG AVEC DISPENSE PO(AU PAIR);DISP PO PAIR;A;8.55;12.65;0.0;2019-01-01;2024-01-01;
'104';RG AVEC DISPENSE PO(AU PAIR);DISP PO PAIR;A;8.55;18.54;0.0;2017-01-01;2018-01-01;
'104';RG AVEC DISPENSE PO(AU PAIR);DISP PO PAIR;A;8.5;18.35;0.0;2015-01-01;2016-01-01;
'104';RG AVEC DISPENSE PO(AU PAIR);DISP PO PAIR;A;8.45;20.1;0.0;2014-01-01;2015-01-01;
'104';RG AVEC DISPENSE PO(AU PAIR);DISP PO PAIR;A;8.4;20.1;0.0;2006-01-01;2007-01-01;
'104';RG AVEC DISPENSE PO(AU PAIR);DISP PO PAIR;A;8.3;14.4;0.0;1997-01-10;1998-01-01;
'104';RG AVEC DISPENSE PO(AU PAIR);DISP PO PAIR;A;8.3;19.8;0.0;1990-01-01;1993-01-07;
'104';RG AVEC DISPENSE PO(AU PAIR);DISP PO PAIR;A;8.3;19.8;0.0;1940-01-01;1990-01-01;
'106';RG AVEC DISPENSE PO SANS AT;DISP PO;E;8.55;12.65;;2019-01-01;2024-01-01;
'106';RG AVEC DISPENSE PO SANS AT;DISP PO;E;8.55;18.65;;2018-01-01;2019-01-01;
'106';RG AVEC DISPENSE PO SANS AT;DISP PO;E;8.5;18.35;;2015-01-01;2016-01-01;
'106';RG AVEC DISPENSE PO SANS AT;DISP PO;E;8.3;20.1;;2012-01-01;2013-01-01;
'106';RG AVEC DISPENSE PO SANS AT;DISP PO;E;8.3;20.1;;2004-01-07;2004-01-10;
'106';RG AVEC DISPENSE PO SANS AT;DISP PO;E;8.3;14.4;;1998-01-01;1999-01-01;
'106';RG AVEC DISPENSE PO SANS AT;DISP PO;E;8.3;14.4;;1993-01-07;1997-01-10;
'106';RG AVEC DISPENSE PO SANS AT;DISP PO;E;8.3;19.8;;1990-01-01;1993-01-07;
'106';RG AVEC DISPENSE PO SANS AT;DISP PO;E;8.3;19.8;;1940-01-01;1990-01-01;
'108';TAXE SUR CONTRIBUTION PREVOYANCE;TAXE PREVOYANCE;E;;8.0;;2011-01-01;2011-12-31;
'108';TAXE SUR CONTRIBUTION PREVOYANCE;TAXE PREVOYANCE;E;;6.0;;1940-01-01;1997-01-10;
'109';C.C.I.DE PARIS;C.C.I. DE PARIS;A;15.45;15.87;0.0;2024-01-01;;
'109';C.C.I.DE PARIS;C.C.I. DE PARIS;A;15.45;15.35;0.0;2018-01-01;2019-01-01;
'109';C.C.I.DE PARIS;C.C.I. DE PARIS;A;15.45;13.85;0.0;2016-01-01;2017-01-01;
'109';C.C.I.DE PARIS;C.C.I. DE PARIS;A;15.25;14.05;0.0;2014-01-01;2015-01-01;
'109';C.C.I.DE PARIS;C.C.I. DE PARIS;A;15.05;7.1;0.0;2006-01-01;2007-01-01;
'110';PLAN EMPLOI JEUNES;EMP JEUNES;A;15.35;19.4;0.0;2015-01-01;2016-01-01;
'110';PLAN EMPLOI JEUNES;EMP JEUNES;A;15.25;21.1;0.0;2014-01-01;2015-01-01;
'110';PLAN EMPLOI JEUNES;EMP JEUNES;A;15.15;20.95;0.0;2013-01-01;2014-01-01;
'110';PLAN EMPLOI JEUNES;EMP JEUNES;A;15.05;20.95;0.0;2006-01-01;2007-01-01;
'110';PLAN EMPLOI JEUNES;EMP JEUNES;A;14.85;20.95;0.0;2004-01-10;2006-01-01;
'110';PLAN EMPLOI JEUNES;EMP JEUNES;A;14.85;20.0;0.0;1990-01-01;1997-01-10;
'111';PLAN EMPLOI JEUNES AL;PLAN EMPLOI JEUNES A;A;15.25;22.6;0.0;2014-01-01;2014-12-31;
'111';PLAN EMPLOI JEUNES AL;PLAN EMPLOI JEUNES A;A;15.15;22.45;0.0;2013-01-01;2014-01-01;
'111';PLAN EMPLOI JEUNES AL;PLAN EMPLOI JEUNES A;A;15.05;22.65;0.0;2007-01-07;2008-01-01;
'111';PLAN EMPLOI JEUNES AL;PLAN EMPLOI JEUNES A;A;14.85;22.65;0.0;2004-01-10;2006-01-01;
'112';RG AVEC DISPENSE PO VIEILLESSE;RG DISPENSE PO VIEIL;A;8.55;12.77;0.0;2024-01-01;;
'112';RG AVEC DISPENSE PO VIEILLESSE;RG DISPENSE PO VIEIL;A;8.55;12.65;0.0;2019-01-01;2024-01-01;
'112';RG AVEC DISPENSE PO VIEILLESSE;RG DISPENSE PO VIEIL;A;8.45;20.85;0.0;2014-01-01;2015-01-01;
'112';RG AVEC DISPENSE PO VIEILLESSE;RG DISPENSE PO VIEIL;A;8.4;20.85;0.0;2013-01-01;2014-01-01;
'112';RG AVEC DISPENSE PO VIEILLESSE;RG DISPENSE PO VIEIL;A;8.3;15.15;0.0;1998-01-01;1999-01-01;
'113';RG AVEC DISPENSE PO VIEILLESSE AL;DISP PO VIEIL;A;8.4;22.45;0.0;2008-01-01;2012-01-01;
'113';RG AVEC DISPENSE PO VIEILLESSE AL;DISP PO VIEIL;A;8.4;22.65;0.0;2007-01-01;2007-01-07;
'113';RG AVEC DISPENSE PO VIEILLESSE AL;DISP PO VIEIL;A;8.4;22.65;0.0;2006-01-01;2007-01-01;
'113';RG AVEC DISPENSE PO VIEILLESSE AL;DISP PO VIEIL;A;8.3;22.2;0.0;2000-01-07;2003-01-01;
'113';RG AVEC DISPENSE PO VIEILLESSE AL;DISP PO VIEIL;A;8.3;21.7;0.0;1997-01-10;1998-01-01;
'114';RG AVEC DISPENSE PO VIEIL.SANS AT;DISP PO VIEIL;E;8.55;19.29;;2017-01-01;2018-01-01;
'114';RG AVEC DISPENSE PO VIEIL.SANS AT;DISP PO VIEIL;E;8.45;20.85;;2014-01-01;2015-01-01;
'114';RG AVEC DISPENSE PO VIEIL.SANS AT;DISP PO VIEIL;E;8.4;20.85;;2007-01-01;2012-01-01;
'114';RG AVEC DISPENSE PO VIEIL.SANS AT;DISP PO VIEIL;E;8.3;15.15;;1998-01-01;1999-01-01;
'115';RG AVEC DISPENSE PO VIEIL.SANS AT AL;DISP PO VIEIL;E;8.4;22.45;;2008-01-01;2012-01-01;
'115';RG AVEC DISPENSE PO VIEIL.SANS AT AL;DISP PO VIEIL;E;8.4;22.65;;2007-01-01;2007-01-07;
'115';RG AVEC DISPENSE PO VIEIL.SANS AT AL;DISP PO VIEIL;E;8.4;22.65;;2006-01-01;2007-01-01;
'115';RG AVEC DISPENSE PO VIEIL.SANS AT AL;DISP PO VIEIL;E;8.3;22.25;;2003-01-01;2004-01-07;
'115';RG AVEC DISPENSE PO VIEIL.SANS AT AL;DISP PO VIEIL;E;8.3;22.35;;1999-01-01;2000-01-07;
'115';RG AVEC DISPENSE PO VIEIL.SANS AT AL;DISP PO VIEIL;E;8.3;16.95;;1998-01-01;1999-01-01;
'116';CONVENTION CONVERSION TEMPS PARTIEL;CONV TEMPS PART;C;12.89;9.43;0.0;2024-01-01;;
'116';CONVENTION CONVERSION TEMPS PARTIEL;CONV TEMPS PART;C;12.89;14.22;0.0;2017-01-01;2018-01-01;
'116';CONVENTION CONVERSION TEMPS PARTIEL;CONV TEMPS PART;C;12.89;14.1;0.0;2016-01-01;2017-01-01;
'116';CONVENTION CONVERSION TEMPS PARTIEL;CONV TEMPS PART;C;12.8;13.99;0.0;2015-01-01;2016-01-01;
'116';CONVENTION CONVERSION TEMPS PARTIEL;CONV TEMPS PART;C;12.72;15.16;0.0;2014-01-01;2015-01-01;
'116';CONVENTION CONVERSION TEMPS PARTIEL;CONV TEMPS PART;C;12.63;15.01;0.0;2013-01-01;2014-01-01;
'116';CONVENTION CONVERSION TEMPS PARTIEL;CONV TEMPS PART;C;12.29;14.71;0.0;2000-01-01;2004-01-07;
'117';CONVENTION CONVERSION TEMPS PARTIEL AL;CONV TEMPS PART;A;12.72;16.66;0.0;2014-01-01;2014-12-31;
'117';CONVENTION CONVERSION TEMPS PARTIEL AL;CONV TEMPS PART;A;12.29;16.71;0.0;2004-01-10;2006-01-01;
'117';CONVENTION CONVERSION TEMPS PARTIEL AL;CONV TEMPS PART;A;12.29;16.41;0.0;2003-01-01;2004-01-07;
'117';CONVENTION CONVERSION TEMPS PARTIEL AL;CONV TEMPS PART;A;12.29;16.36;0.0;2000-01-07;2003-01-01;
'117';CONVENTION CONVERSION TEMPS PARTIEL AL;CONV TEMPS PART;A;12.29;16.51;0.0;2000-01-01;2000-01-07;
'118';CONTR RET SUPPL FINAN DOT AUX PROV;RET SUPP DOTATIONS;E;;48.0;;2017-01-01;;
'118';CONTR RET SUPPL FINAN DOT AUX PROV;RET SUPP DOTATIONS;E;;12.0;;2009-01-01;2011-01-01;
'120';HEBERGEMENT CENTRES READAPT SOCIALE;READAPTAT;E;15.45;13.17;;2024-01-01;;
'120';HEBERGEMENT CENTRES READAPT SOCIALE;READAPTAT;E;15.45;19.69;;2017-01-01;2018-01-01;
'120';HEBERGEMENT CENTRES READAPT SOCIALE;READAPTAT;E;14.95;20.95;;2012-01-01;2013-01-01;
'120';HEBERGEMENT CENTRES READAPT SOCIALE;READAPTAT;E;14.85;15.25;;1998-01-01;1999-01-01;
'121';HEBERGEMENT CENTRES READAPT SOCIALE AL;CENTRE READAPT SOCIA;E;15.25;22.6;;2014-01-01;2014-12-31;
'121';HEBERGEMENT CENTRES READAPT SOCIALE AL;CENTRE READAPT SOCIA;E;15.15;22.45;;2013-01-01;2014-01-01;
'121';HEBERGEMENT CENTRES READAPT SOCIALE AL;CENTRE READAPT SOCIA;E;15.05;22.65;;2007-01-07;2008-01-01;
'121';HEBERGEMENT CENTRES READAPT SOCIALE AL;CENTRE READAPT SOCIA;E;15.05;22.75;;2007-01-01;2007-01-07;
'121';HEBERGEMENT CENTRES READAPT SOCIALE AL;CENTRE READAPT SOCIA;E;14.85;22.65;;2004-01-07;2004-01-10;
'121';HEBERGEMENT CENTRES READAPT SOCIALE AL;CENTRE READAPT SOCIA;E;14.85;22.35;;2003-01-01;2004-01-07;
'121';HEBERGEMENT CENTRES READAPT SOCIALE AL;CENTRE READAPT SOCIA;E;14.85;22.45;;1999-01-01;2000-01-07;
'121';HEBERGEMENT CENTRES READAPT SOCIALE AL;CENTRE READAPT SOCIA;E;14.85;21.8;;1997-01-10;1998-01-01;
'122';HANDICAPES AVEC AIDE AU POSTE;HAND.AIDE AU POSTE;A;15.45;12.87;0.0;2024-01-01;;
'122';HANDICAPES AVEC AIDE AU POSTE;HAND.AIDE AU POSTE;A;15.35;19.1;0.0;2015-01-01;2016-01-01;
'122';HANDICAPES AVEC AIDE AU POSTE;HAND.AIDE AU POSTE;A;14.95;20.65;0.0;2006-01-01;2013-01-01;
'122';HANDICAPES AVEC AIDE AU POSTE;HAND.AIDE AU POSTE;A;14.75;20.65;0.0;2004-01-07;2006-01-01;
'122';HANDICAPES AVEC AIDE AU POSTE;HAND.AIDE AU POSTE;A;14.75;20.0;0.0;1990-01-01;1997-01-10;
'122';HANDICAPES AVEC AIDE AU POSTE;HAND.AIDE AU POSTE;A;14.75;20.0;0.0;1940-01-01;1990-01-01;
'123';HANDICAPES AVEC AIDE AU POSTE AL;HAND.AIDE AU POSTE;A;15.15;22.15;0.0;2013-01-01;2014-01-01;
'123';HANDICAPES AVEC AIDE AU POSTE AL;HAND.AIDE AU POSTE;A;14.95;22.25;0.0;2008-01-01;2012-01-01;
'123';HANDICAPES AVEC AIDE AU POSTE AL;HAND.AIDE AU POSTE;A;14.95;22.35;0.0;2007-01-07;2008-01-01;
'123';HANDICAPES AVEC AIDE AU POSTE AL;HAND.AIDE AU POSTE;A;14.75;22.35;0.0;2003-01-01;2004-01-07;
'123';HANDICAPES AVEC AIDE AU POSTE AL;HAND.AIDE AU POSTE;A;14.75;17.05;0.0;1998-01-01;1999-01-01;
'123';HANDICAPES AVEC AIDE AU POSTE AL;HAND.AIDE AU POSTE;A;14.75;21.8;0.0;1997-01-10;1998-01-01;
'124';VOLONTARIAT CIVIL;VOLONT CIVIL;E;;100.0;;2006-01-10;2007-01-07;
'125';ACTIVITES ECONOMIQUES REDUITES;ACT REDUITES;D;2.06;2.62;0.32;2016-01-01;2018-01-01;
'125';ACTIVITES ECONOMIQUES REDUITES;ACT REDUITES;D;;4.7;0.3;2013-01-01;2015-01-01;
'126';COLLABORATEURS OCCASIONNELS COT FORF;COL OCC FORF;E;100.0;;;2001-01-01;2002-01-01;
'128';APPRENTIS LOI 230787 SECT.PRIVE;APPRENTIS;E;0.1;0.7;;2007-01-01;2009-01-01;
'128';APPRENTIS LOI 230787 SECT.PRIVE;APPRENTIS;E;0.5;0.3;;2004-01-10;2006-01-01;
'128';APPRENTIS LOI 230787 SECT.PRIVE;APPRENTIS;E;0.3;;;1940-01-01;1991-01-07;
'129';APPRENTIS LOI 230787 SECT.PRIVE AL;APPRENTIS;E;0.1;0.7;;2007-01-01;2007-01-07;
'129';APPRENTIS LOI 230787 SECT.PRIVE AL;APPRENTIS;E;0.5;0.3;;2004-01-10;2006-01-01;
'129';APPRENTIS LOI 230787 SECT.PRIVE AL;APPRENTIS;E;0.5;0.3;;2004-01-07;2004-01-10;
'129';APPRENTIS LOI 230787 SECT.PRIVE AL;APPRENTIS;E;0.5;;;2003-01-01;2004-01-07;
'129';APPRENTIS LOI 230787 SECT.PRIVE AL;APPRENTIS;E;0.5;;;2001-01-10;2003-01-01;
'129';APPRENTIS LOI 230787 SECT.PRIVE AL;APPRENTIS;E;0.5;;;1999-01-07;2000-01-07;
'129';APPRENTIS LOI 230787 SECT.PRIVE AL;APPRENTIS;E;0.5;;;1999-01-01;1999-01-07;
'129';APPRENTIS LOI 230787 SECT.PRIVE AL;APPRENTIS;E;0.5;;;1997-01-10;1998-01-01;
'130';CONCIERGES ET EMPLOYES IMM.CAS GEN.;EMPLOYE IMM. CAS GEN;D;15.45;13.17;3.08;2024-01-01;;
'130';CONCIERGES ET EMPLOYES IMM.CAS GEN.;EMPLOYE IMM. CAS GEN;D;15.45;13.05;3.12;2023-01-01;2024-01-01;
'130';CONCIERGES ET EMPLOYES IMM.CAS GEN.;EMPLOYE IMM. CAS GEN;D;15.25;21.1;3.1;2014-01-01;2015-01-01;
'130';CONCIERGES ET EMPLOYES IMM.CAS GEN.;EMPLOYE IMM. CAS GEN;D;15.05;20.95;3.1;2011-01-01;2012-01-01;
'130';CONCIERGES ET EMPLOYES IMM.CAS GEN.;EMPLOYE IMM. CAS GEN;D;14.85;20.95;2.8;2004-01-10;2006-01-01;
'130';CONCIERGES ET EMPLOYES IMM.CAS GEN.;EMPLOYE IMM. CAS GEN;D;14.85;20.0;2.4;1997-01-10;1998-01-01;
'130';CONCIERGES ET EMPLOYES IMM.CAS GEN.;EMPLOYE IMM. CAS GEN;D;14.85;20.0;2.4;1990-01-01;1997-01-10;
'130';CONCIERGES ET EMPLOYES IMM.CAS GEN.;EMPLOYE IMM. CAS GEN;D;14.85;20.0;2.4;1940-01-01;1990-01-01;
'131';CONCIERGES ET EMPLOYES IMM.CAS GEN. AL;CAS GENERAL;D;15.45;14.55;2.1;2019-01-01;2020-01-01;
'131';CONCIERGES ET EMPLOYES IMM.CAS GEN. AL;CAS GENERAL;D;15.45;21.19;1.9;2017-01-01;2018-01-01;
'131';CONCIERGES ET EMPLOYES IMM.CAS GEN. AL;CAS GENERAL;D;15.05;22.75;2.3;2007-01-01;2007-01-07;
'131';CONCIERGES ET EMPLOYES IMM.CAS GEN. AL;CAS GENERAL;D;14.85;22.65;2.0;2005-01-01;2006-01-01;
'131';CONCIERGES ET EMPLOYES IMM.CAS GEN. AL;CAS GENERAL;D;14.85;22.65;1.8;2004-01-10;2005-01-01;
'131';CONCIERGES ET EMPLOYES IMM.CAS GEN. AL;CAS GENERAL;D;14.85;22.35;1.8;2003-01-01;2004-01-07;
'131';CONCIERGES ET EMPLOYES IMM.CAS GEN. AL;CAS GENERAL;D;14.85;22.3;1.9;2002-01-01;2003-01-01;
'131';CONCIERGES ET EMPLOYES IMM.CAS GEN. AL;CAS GENERAL;D;14.85;22.3;1.5;2000-01-07;2001-01-01;
'131';CONCIERGES ET EMPLOYES IMM.CAS GEN. AL;CAS GENERAL;D;14.85;17.05;1.6;1998-01-01;1999-01-01;
'132';CONCIERGE,EMPLOYE IMMEUBLE,AU PAIR;EMPLOYE IMM.AU PAIR;D;8.55;12.65;3.12;2023-01-01;2024-01-01;
'132';CONCIERGE,EMPLOYE IMMEUBLE,AU PAIR;EMPLOYE IMM.AU PAIR;D;8.55;12.65;3.2;2020-01-01;2022-01-01;
'132';CONCIERGE,EMPLOYE IMMEUBLE,AU PAIR;EMPLOYE IMM.AU PAIR;D;8.55;18.54;2.9;2017-01-01;2018-01-01;
'132';CONCIERGE,EMPLOYE IMMEUBLE,AU PAIR;EMPLOYE IMM.AU PAIR;D;8.55;18.44;3.0;2016-01-01;2017-01-01;
'132';CONCIERGE,EMPLOYE IMMEUBLE,AU PAIR;EMPLOYE IMM.AU PAIR;D;8.4;20.1;3.1;2013-01-01;2014-01-01;
'132';CONCIERGE,EMPLOYE IMMEUBLE,AU PAIR;EMPLOYE IMM.AU PAIR;D;8.3;20.1;3.0;2012-01-01;2013-01-01;
'132';CONCIERGE,EMPLOYE IMMEUBLE,AU PAIR;EMPLOYE IMM.AU PAIR;D;8.4;20.1;2.8;2008-01-01;2009-01-01;
'132';CONCIERGE,EMPLOYE IMMEUBLE,AU PAIR;EMPLOYE IMM.AU PAIR;D;8.4;20.1;2.9;2006-01-01;2007-01-01;
'132';CONCIERGE,EMPLOYE IMMEUBLE,AU PAIR;EMPLOYE IMM.AU PAIR;D;8.3;20.1;2.8;2004-01-07;2004-01-10;
'132';CONCIERGE,EMPLOYE IMMEUBLE,AU PAIR;EMPLOYE IMM.AU PAIR;D;8.3;19.8;2.3;1999-01-01;2001-01-01;
'132';CONCIERGE,EMPLOYE IMMEUBLE,AU PAIR;EMPLOYE IMM.AU PAIR;D;8.3;14.4;1.7;1940-01-01;1990-01-01;
'133';CONCIERGES EMPL.D'IMM.AU PAIR AL;AU PAIR;D;8.55;12.65;2.15;2022-01-01;2023-01-01;
'133';CONCIERGES EMPL.D'IMM.AU PAIR AL;AU PAIR;D;8.5;18.35;2.0;2015-01-01;2016-01-01;
'133';CONCIERGES EMPL.D'IMM.AU PAIR AL;AU PAIR;D;8.4;20.1;2.3;2013-01-01;2014-01-01;
'133';CONCIERGES EMPL.D'IMM.AU PAIR AL;AU PAIR;D;8.4;20.1;2.3;2007-01-01;2008-01-01;
'133';CONCIERGES EMPL.D'IMM.AU PAIR AL;AU PAIR;D;8.3;20.1;1.8;2004-01-07;2004-01-10;
'133';CONCIERGES EMPL.D'IMM.AU PAIR AL;AU PAIR;D;8.3;19.8;1.8;2003-01-01;2004-01-07;
'133';CONCIERGES EMPL.D'IMM.AU PAIR AL;AU PAIR;D;8.3;19.8;1.6;2001-01-01;2002-01-01;
'133';CONCIERGES EMPL.D'IMM.AU PAIR AL;AU PAIR;D;8.3;19.8;1.5;2000-01-01;2001-01-01;
'133';CONCIERGES EMPL.D'IMM.AU PAIR AL;AU PAIR;D;8.3;14.4;1.6;1997-01-01;1997-01-10;
'133';CONCIERGES EMPL.D'IMM.AU PAIR AL;AU PAIR;D;8.3;14.4;1.7;1940-01-01;1990-01-01;
'134';CENTRES DE VACANCES LEGERS;COL VAC;D;15.25;21.1;2.6;2014-01-01;2015-01-01;
'134';CENTRES DE VACANCES LEGERS;COL VAC;D;14.95;20.95;2.5;2012-01-01;2013-01-01;
'134';CENTRES DE VACANCES LEGERS;COL VAC;D;15.05;20.95;2.4;2010-01-01;2011-01-01;
'134';CENTRES DE VACANCES LEGERS;COL VAC;D;15.05;20.95;2.6;2007-01-01;2008-01-01;
'134';CENTRES DE VACANCES LEGERS;COL VAC;D;14.85;20.65;2.7;1999-01-01;2000-01-01;
'135';CENTRES DE VACANCES LEGERS AL;CAS GENERAL;A;15.45;14.47;0.0;2024-01-01;;
'135';CENTRES DE VACANCES LEGERS AL;CAS GENERAL;A;15.45;21.04;0.0;2016-01-01;2017-01-01;
'135';CENTRES DE VACANCES LEGERS AL;CAS GENERAL;D;15.35;20.9;3.3;2015-01-01;2016-01-01;
'135';CENTRES DE VACANCES LEGERS AL;CAS GENERAL;D;14.95;22.45;2.5;2012-01-01;2013-01-01;
'135';CENTRES DE VACANCES LEGERS AL;CAS GENERAL;D;15.05;22.75;2.4;2006-01-01;2007-01-01;
'135';CENTRES DE VACANCES LEGERS AL;CAS GENERAL;D;14.85;22.35;2.5;2004-01-01;2004-01-07;
'135';CENTRES DE VACANCES LEGERS AL;CAS GENERAL;D;14.85;22.3;2.3;2001-01-01;2002-01-01;
'135';CENTRES DE VACANCES LEGERS AL;CAS GENERAL;D;14.85;22.45;2.1;1998-01-04;2000-01-01;
'136';CENTRES VACANCES LEGERS DISPENSE PO;COL. VAL;A;8.55;18.44;0.0;2016-01-01;2017-01-01;
'136';CENTRES VACANCES LEGERS DISPENSE PO;COL. VAL;D;8.4;20.1;2.6;2013-01-01;2014-01-01;
'136';CENTRES VACANCES LEGERS DISPENSE PO;COL. VAL;D;8.4;20.1;2.5;2011-01-01;2012-01-01;
'136';CENTRES VACANCES LEGERS DISPENSE PO;COL. VAL;D;8.4;20.1;2.4;2010-01-01;2011-01-01;
'136';CENTRES VACANCES LEGERS DISPENSE PO;COL. VAL;D;8.3;20.1;2.2;2004-01-10;2006-01-01;
'136';CENTRES VACANCES LEGERS DISPENSE PO;COL. VAL;D;8.3;19.8;2.4;2003-01-01;2004-01-01;
'136';CENTRES VACANCES LEGERS DISPENSE PO;COL. VAL;D;8.3;19.8;2.5;2001-01-01;2002-01-01;
'136';CENTRES VACANCES LEGERS DISPENSE PO;COL. VAL;D;8.3;19.8;2.4;2000-01-01;2001-01-01;
'136';CENTRES VACANCES LEGERS DISPENSE PO;COL. VAL;D;8.3;19.8;2.2;1940-01-01;1990-01-01;
'137';CENTRES VACANCES LEGERS DISP.PO AL;AU PAIR;A;8.55;12.77;0.0;2024-01-01;;
'137';CENTRES VACANCES LEGERS DISP.PO AL;AU PAIR;A;8.55;18.54;0.0;2017-01-01;2018-01-01;
'137';CENTRES VACANCES LEGERS DISP.PO AL;AU PAIR;A;8.55;18.44;0.0;2016-01-01;2017-01-01;
'137';CENTRES VACANCES LEGERS DISP.PO AL;AU PAIR;D;8.45;20.1;3.5;2014-01-01;2015-01-01;
'137';CENTRES VACANCES LEGERS DISP.PO AL;AU PAIR;D;8.4;20.1;2.5;2011-01-01;2012-01-01;
'137';CENTRES VACANCES LEGERS DISP.PO AL;AU PAIR;D;8.4;20.1;2.4;2010-01-01;2011-01-01;
'137';CENTRES VACANCES LEGERS DISP.PO AL;AU PAIR;D;8.4;20.1;2.3;2007-01-01;2010-01-01;
'137';CENTRES VACANCES LEGERS DISP.PO AL;AU PAIR;D;8.3;20.1;2.5;2004-01-07;2004-01-10;
'137';CENTRES VACANCES LEGERS DISP.PO AL;AU PAIR;D;8.3;19.8;2.5;2004-01-01;2004-01-07;
'137';CENTRES VACANCES LEGERS DISP.PO AL;AU PAIR;D;8.3;19.8;2.0;2003-01-01;2004-01-01;
'137';CENTRES VACANCES LEGERS DISP.PO AL;AU PAIR;D;8.3;19.8;2.2;2002-01-01;2003-01-01;
'137';CENTRES VACANCES LEGERS DISP.PO AL;AU PAIR;D;8.3;19.8;2.2;2000-01-01;2001-01-01;
'137';CENTRES VACANCES LEGERS DISP.PO AL;AU PAIR;D;8.3;19.8;2.0;1997-01-10;1998-01-01;
'137';CENTRES VACANCES LEGERS DISP.PO AL;AU PAIR;D;8.3;19.8;2.7;1990-01-01;1997-01-01;
'138';CENTRE VACANCES LEGER DISP.PO VIEIL.;COL. VAC.;A;8.55;12.65;0.0;2019-01-01;2024-01-01;
'138';CENTRE VACANCES LEGER DISP.PO VIEIL.;COL. VAC.;A;8.55;19.29;0.0;2017-01-01;2018-01-01;
'138';CENTRE VACANCES LEGER DISP.PO VIEIL.;COL. VAC.;D;8.5;19.1;2.6;2015-01-01;2016-01-01;
'138';CENTRE VACANCES LEGER DISP.PO VIEIL.;COL. VAC.;D;8.45;20.85;2.6;2014-01-01;2015-01-01;
'138';CENTRE VACANCES LEGER DISP.PO VIEIL.;COL. VAC.;D;8.4;20.85;2.5;2011-01-01;2012-01-01;
'138';CENTRE VACANCES LEGER DISP.PO VIEIL.;COL. VAC.;D;8.4;20.85;2.6;2007-01-01;2008-01-01;
