Bloc,Rubrique,Nom du champ,Type,Longueur,Obligatoire,Nomenclature,Description,Commentaire
"S21.G00.40 - Contrat (contrat de travail, convention, mandat)",S21.G00.40.018,Code régime de base risque maladie,Enumeration,3-3,Oui,CodeRegime,"Identifiant du régime de base d'assurance maladie auquel est affilié le salarié.

ATTENTION : La valeur ""909 - travailleur étranger non assujetti à un régime de base risque maladie en France"" n'est autorisée qu'en DSN mensuelle. Elle est interdite pour toute autre ""Nature de la déclaration - S20.G00.05.001"".",Contrat.RegimeMaladie
"S21.G00.40 - Contrat (contrat de travail, convention, mandat)",S21.G00.40.019,Identifiant du lieu de travail,Alphanumeric,2-14,Oui,,"Code renseignant le lieu de travail effectif de l'individu.
Renseigné par SIRET si le lieu de travail est un établissement immatriculé par un SIRET ou renseigné par une codification libre si le lieu de travail n'est pas un établissement SIRETisé.
Cet identifiant (SIRET ou codification libre) doit être reporté dans la rubrique ""Identifiant du lieu de travail ou de l'établissement utilisateur - S21.G00.85.001"".
Pour les VRP MULTICARTES, cette rubrique doit être renseignée par le SIRET de l'employeur (SIREN - S21.G00.06.001 + NIC - S21.G00.11.001).
Pour les marins, cette rubrique doit être renseignée par le numéro de navire sur lequel ils sont embarqués pour une ligne de service en mer.",Contrat.Lieutravail
"S21.G00.40 - Contrat (contrat de travail, convention, mandat)",S21.G00.40.020,Code régime de base risque vieillesse,Enumeration,3-3,Oui,DSN_Code_Regime_Base_risque_vieillesse,"Identifiant du régime de base d'assurance vieillesse auquel est affilié le salarié

ATTENTION : La valeur ""909 - travailleur non assujetti à un régime de base risque vieillesse en France"" n'est autorisée qu'en DSN mensuelle. Elle est interdite pour toute autre ""Nature de la déclaration - S20.G00.05.001"".",Contrat.RegimeVieillesse
"S21.G00.40 - Contrat (contrat de travail, convention, mandat)",S21.G00.40.021,Motif de recours,Enumeration,2-2,Conditionnel,DSN_Motifs_Recours,"Motif pour lequel a été conclu le Contrat à durée déterminée ou Contrat de mission.
Comme stipulé par l’article L1221-2 du Code du travail, « le contrat de travail à durée indéterminée est la forme normale et générale de la relation de travail ». Dès lors, le recours au CDD ou au Contrat de mission est encadré par une liste de cas limitativement énumérés définis à l'article L1242-2, L. 1242-3 (pour les CDD) et à l'article L1251-6, L. 1251-7 (pour les Contrats de mission) du Code du travail.",Contrat.MotifRecours
"S21.G00.40 - Contrat (contrat de travail, convention, mandat)",S21.G00.40.022,Code caisse professionnelle de congés payés,Alphanumeric,2-20,Conditionnel,,"Numéro de la caisse de congés payés dans le cas où les indemnités ne sont pas versées par l'employeur.
Indiquer ""97"", le numéro d'affiliation et la clé, dans le cas de la Caisse de congés spectacles.

Pour les entreprises adhérentes à une caisse CIBTP, une caisse du Transport ou de la Manutention portuaire, indiquer l'un des codes de la table CPCP - Code caisse professionnelle de congés payés.",Contrat.CodeCaisseCongesPayes
"S21.G00.40 - Contrat (contrat de travail, convention, mandat)",S21.G00.40.023,Taux de déduction forfaitaire spécifique pour frais professionnels,Numeric,4-6,Conditionnel,,"Abattement pour frais professionnels appliqué à la part de rémunération afférente à l’activité ouvrant droit à la déduction.
Le Code Général des Impôts (CGI) (article 5 de l'annexe IV) détermine une liste de professions pouvant profiter du régime de l'abattement sur le salaire brut.",Contrat.TauxFraisProfessionnels
"S21.G00.40 - Contrat (contrat de travail, convention, mandat)",S21.G00.40.024,Travailleur à l'étranger au sens du code de la Sécurité Sociale,Enumeration,2-2,Oui,DSN_Travailleur_Etranger,"Identifiant des salariés détachés, expatriés et frontaliers.",Contrat.TravailleurEtranger 
"S21.G00.40 - Contrat (contrat de travail, convention, mandat)",S21.G00.40.025,Motif d'exclusion DSN,Enumeration,2-2,Conditionnel,DSN_Motif_Exclusion,"La présente rubrique vise à identifier certaines populations dont les caractéristiques d’emploi et/ou de protection sociale ne permettent pas le remplacement de certaines déclarations sociales par la  DSN. A titre d’exemple, la  DSIJ comme  l’Attestation employeur destinée  à Pôle Emploi ne sont pas remplacées par la DSN pour les contrats et individus visés par un motif d’exclusion. Cela étant, la  DSN permet déjà  le  remplacement de certaines formalités pour ces populations (déclaration Urssaf, déclarations de retraite complémentaire, déclarations aux Congés Spectacles, etc.). 

Considérant l’obligation à  déclarer en DSN l’intégralité des salariés, les contrats et salariés concernés par un motif d’exclusion doivent par ailleurs faire l’objet des déclarations non encore remplacées.

La liste complète des formalités remplacées par la  DSN,  à  l’exception des contrats et individus concernés par un motif d’exclusion, est disponible sur le site net-entreprises.fr.",Contrat.MotifExclusionDSN
"S21.G00.40 - Contrat (contrat de travail, convention, mandat)",S21.G00.40.026,Statut d'emploi du salarié,Enumeration,2-2,Oui,DSN_Statut_Emplois,,Contrat.StatusEmploi
"S21.G00.40 - Contrat (contrat de travail, convention, mandat)",S21.G00.40.027,Code affectation Assurance chômage,Alphanumeric,6-6,Conditionnel,,"Service comptable de l’employeur auquel la facturation doit être adressée, dans le cadre d'une convention de gestion avec Pôle emploi.",Contrat.CodeAffectationAC
"S21.G00.40 - Contrat (contrat de travail, convention, mandat)",S21.G00.40.028,Numéro interne employeur public,Alphanumeric,1-20,Conditionnel,,Code d'affectation budgétaire de l'employeur.,Contrat.NumeroInterne
"S21.G00.40 - Contrat (contrat de travail, convention, mandat)",S21.G00.40.029,Type de gestion de l’Assurance chômage,Enumeration,2-2,Conditionnel,DSN_Type_Gestion_Assu_Chomage,"Modalité de gestion de l’Assurance chômage de l’employeur du secteur public, par défaut en auto assurance, au titre de son établissement et/ou sa population de salariés.",Contrat.TypeGestionAC
"S21.G00.40 - Contrat (contrat de travail, convention, mandat)",S21.G00.40.030,Date d'adhésion,Date,8-8,Conditionnel,,Date de signature du contrat d'adhésion au régime d'Assurance chômage entre l'employeur et l'organisme en charge du recouvrement des contributions d'Assurance chômage.,Contrat.DateAdhesion
"S21.G00.40 - Contrat (contrat de travail, convention, mandat)",S21.G00.40.031,Date de dénonciation,Date,8-8,Conditionnel,,"Date de dénonciation de l'adhésion au régime d'Assurance chômage.
Cette rubrique concerne seulement, et si nécessaire, les établissements dont l'adhésion est révocable.",Contrat.DateDenonciation
"S21.G00.40 - Contrat (contrat de travail, convention, mandat)",S21.G00.40.032,Date d’effet de la convention de gestion,Date,8-8,Conditionnel,,Date d'effet de la convention de gestion conclue entre l’employeur public et l'organisme assurant la gestion du régime d'Assurance chômage.,Contrat.DateConventionGestion
"S21.G00.40 - Contrat (contrat de travail, convention, mandat)",S21.G00.40.033,Numéro de convention de gestion,Alphanumeric,4-10,Conditionnel,,"Numéro de convention de gestion conclue entre l’employeur public et l'organisme assurant la gestion du régime d'Assurance chômage.
Pour une convention de gestion signée avant le 1er janvier 2010 (Unédic), il est composé de 4 caractères au format Cxxx, où xxx représente le numéro de la convention.
ATTENTION : Pour un numéro de convention de gestion inférieur à 100, il est interdit de supprimer le(s) '0' permettant de respecter le format Cxxx. Pour exemple, une convention appelée usuellement ""C82"" devra être renseignée ""C082"".
Pour une convention de gestion signée après le 1er janvier 2010 (Pôle emploi), il est composé de 10 caractères :
- Les 4 premiers caractères correspondent aux chiffres de l'année et du mois de la signature de l’annexe conventionnelle à la ""convention cadre"" conclue entre le Ministère concerné et Pôle emploi.
- Les 3 caractères suivants visent à identifier le Ministère rattaché par cette annexe à la ""convention cadre"".
- Les 3 derniers chiffres renseignent sur le numéro d'établissement financeur.",Contrat.NumeroConventionGestion
"S21.G00.40 - Contrat (contrat de travail, convention, mandat)",S21.G00.40.035,Code délégataire du risque maladie,Enumeration,3-3,Conditionnel,DSN_Code_Delegataire_Risque_Maladie,Délégation de gestion du risque maladie donnée à la Caisse Nationale d'Assurance Maladie des Travailleurs Salariés par les organismes cités.,Contrat.CodeGestionnaireRisque
"S21.G00.40 - Contrat (contrat de travail, convention, mandat)",S21.G00.40.036,Code emplois multiples,Enumeration,2-2,Oui,DSN_Code_Emplois_Multiples,Cette rubrique précise si le salarié a plusieurs emplois chez un même employeur au cours d'une même période de paie.,Contrat.CodeEmploisMultiples
"S21.G00.40 - Contrat (contrat de travail, convention, mandat)",S21.G00.40.037,Code employeurs multiples,Enumeration,2-2,Oui,DSN_Code_Employeur_Multiples,Cette rubrique précise si le salarié a plusieurs employeurs au cours de la même période de paie.,Contrat.CodeEmployeursMultiples
"S21.G00.40 - Contrat (contrat de travail, convention, mandat)",S21.G00.40.039,Code régime de base risque accident du travail,Enumeration,3-3,Oui,DSN_Code_regime_risques,"Code indiquant le régime de couverture des risques professionnels auquel est affilié le salarié et permettant de l'indemniser en cas d'accident du travail, d'accident du trajet ou de maladie professionnelle.",Contrat.CodeRegimeRisqueAccidentTravail
"S21.G00.40 - Contrat (contrat de travail, convention, mandat)",S21.G00.40.040,Code risque accident du travail,ExternalReferential,5-6,Oui,,"Code indiquant l'activité principale exercée par le salarié et définissant ainsi le risque professionnel spécifique pour lequel il doit être assuré. Pour le renseigner, il convient de se reporter à la notification que vous recevez des Caisses d'Assurance Retraite et de la Santé Au Travail (CARSAT) ou de la MSA : le code risque y est indiqué. Veuillez remplir cette rubrique de la DSN en indiquant également, s'il est mentionné dans la notification, le ""taux bureau"" ou le ""taux fonction support"" (matérialisé par un ""B""). Le code risque saisi (accompagné le cas échéant du taux bureau ou du taux fonction support) doit être un code risque ""connu"" pour l'employeur, c'est-à-dire un code risque qui lui a déjà été notifié. L'employeur ne peut déclarer ici un code risque qui lui semble mieux convenir à son activité si ce code risque ne lui a encore jamais été notifié par la CARSAT ou la MSA. Si vous venez de créer votre établissement et que vous n'avez pas encore reçu de notification vous indiquant un code risque à appliquer à vos salariés, veuillez indiquer ""999ZZ"".

Exemples : vous avez une notification présentant le code risque ""602MD"" et le taux bureau ou le taux fonction support ""B"", indiquez ici : ""602MDB"". Si dans votre notification il n'y a que le code risque sans indication de taux bureau ou de taux fonction support, indiquez simplement ""602MD"". Si vous n'avez pas encore reçu de première notification, indiquez ""999ZZ"".",Contrat.CodeRisqueAccidentTravail
"S21.G00.40 - Contrat (contrat de travail, convention, mandat)",S21.G00.40.041,Positionnement dans la convention collective,Alphanumeric,1-100,Conditionnel,,"Pour les salariés des entreprises adhérentes à une caisse CIBTP, cette rubrique représente le code classification BTP tel que référencé dans les nomenclatures des conventions collectives du BTP (table CCLA disponible sur le site http://www.net-entreprises.fr) et dont les consignes de remplissage sont précisées sur le site www.cibtp.fr .

Pour les clercs et les salariés de notaires il conviendra d'indiquer le code classification de la convention
collective nationale du notariat du 8 juin 2001 (site http://legifrance.gouv.fr/).

Pour les salariés des autres entreprises, cette rubrique représente l'échelon et le coefficient dans la convention collective. Pour l'AGIRC-ARRCO, elle permet de définir la classification « extension article 36 » et concerne l'ensemble des secteurs d'activité.

Pour les salariés affiliés à la CPRPF, il conviendra de renseigner la classe de l'agent.",Contrat.PositionnementConventionCollective
"S21.G00.40 - Contrat (contrat de travail, convention, mandat)",S21.G00.40.042,Code statut catégoriel APECITA,Enumeration,2-2,Conditionnel,DSN_Code_Statut_Categoriel_APECITA,Cette rubrique définit le positionnement du salarié au vu de l'APECITA (Association Pour l’Emploi des Cadres Ingénieurs et Techniciens de l’Agriculture et l’Agroalimentaire).,Contrat.CodeStatutCategorielAPECITA
"S21.G00.40 - Contrat (contrat de travail, convention, mandat)",S21.G00.40.043,Taux de cotisation accident du travail,Numeric,4-6,Conditionnel,,"Taux de cotisation applicable au ""code risque accident du travail"", que vous avez indiqué  dans la DSN en rubrique S21.G00.40.040 . Le taux est présent dans les notifications de l'Assurance Retraite et de la Santé Au Travail (CARSAT) ou de la MSA que vous recevez, ou au Journal Officiel (pour les VRP multicartes).

Si vous n'avez pas encore reçu de notification, vous devez indiquer  un code risque égal à ""999ZZ"" et ne rien saisir ici. Dans les autres cas, la saisie d'un taux est obligatoire.",Contrat.TauxAccidentTravail
